"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","30102","Invalid login using direct feature data","","2026-02-19","passed","2026-02-19","","User Authentication","Invalid login using direct feature data",""
"","7687","Successful login with admin credentials__","","2026-02-19","broken","2026-02-19","","User Authentication","Successful login with admin credentials__",""
