"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sat Feb 14 13:15:04 UTC 2026","Sat Feb 14 13:15:07 UTC 2026","3543","","User Authentication","","Test 2 Successful login with admin credentials","","Test 2 Successful login with admin credentials",""
"passed","Sat Feb 14 13:14:14 UTC 2026","Sat Feb 14 13:14:47 UTC 2026","32546","","User Authentication","","Successful login with admin credentials","","Successful login with admin credentials",""
"passed","Sat Feb 14 13:14:47 UTC 2026","Sat Feb 14 13:15:04 UTC 2026","16839","","User Authentication","","Test 3 Successful login with admin credentials","","Test 3 Successful login with admin credentials",""
"failed","Sat Feb 14 13:15:04 UTC 2026","Sat Feb 14 13:15:22 UTC 2026","17658","","User Authentication","","Test 1 Successful login with admin credentials","","Test 1 Successful login with admin credentials",""
"passed","Sat Feb 14 13:14:14 UTC 2026","Sat Feb 14 13:14:43 UTC 2026","28439","","User Authentication","","Invalid login using direct feature data","","Invalid login using direct feature data",""
