"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Feb 14 13:01:59 UTC 2026","Sat Feb 14 13:02:34 UTC 2026","35215","","User Authentication","","Successful login with admin credentials","","Successful login with admin credentials",""
"passed","Sat Feb 14 13:02:34 UTC 2026","Sat Feb 14 13:02:53 UTC 2026","18970","","User Authentication","","Test 3 Successful login with admin credentials","","Test 3 Successful login with admin credentials",""
"broken","Sat Feb 14 13:02:53 UTC 2026","Sat Feb 14 13:02:58 UTC 2026","4314","","User Authentication","","Test 2 Successful login with admin credentials","","Test 2 Successful login with admin credentials",""
"failed","Sat Feb 14 13:02:53 UTC 2026","Sat Feb 14 13:03:12 UTC 2026","18912","","User Authentication","","Test 1 Successful login with admin credentials","","Test 1 Successful login with admin credentials",""
"passed","Sat Feb 14 13:01:59 UTC 2026","Sat Feb 14 13:02:29 UTC 2026","30174","","User Authentication","","Invalid login using direct feature data","","Invalid login using direct feature data",""
